"player","BBRefID","BBRefBirthDate","season","pos","age","tm","g","gs","mp"
"Calvin Booth","boothca01","1976-05-07","2009","C",32,"MIN",1,0,1
"Calvin Booth","boothca01","1976-05-07","2002","C",25,"SEA",15,15,279
"Calvin Booth","boothca01","1976-05-07","2008","C",31,"PHI",31,0,204
"Calvin Booth","boothca01","1976-05-07","2004","C",27,"SEA",71,35,1206
"Calvin Booth","boothca01","1976-05-07","2009","C",32,"SAC",7,0,55
"Calvin Booth","boothca01","1976-05-07","2005","C",28,"MIL",17,0,189
"Calvin Booth","boothca01","1976-05-07","2001","C",24,"WAS",40,22,640
"Calvin Booth","boothca01","1976-05-07","2006","C",29,"WAS",33,2,250
"Calvin Booth","boothca01","1976-05-07","2003","C",26,"SEA",47,0,575
"Calvin Natt","nattca01","1957-01-08","1990","SF",33,"IND",14,0,164
"Cam Reddish","reddica01","1999-09-01","2020","SF",20,"ATL",58,34,1551
"Cam Reddish","reddica01","1999-09-01","2021","SF",21,"ATL",26,21,750
"Cameron Bairstow","bairsca01","1990-12-07","2016","C",25,"CHI",18,2,103
"Cameron Bairstow","bairsca01","1990-12-07","2015","PF",24,"CHI",18,1,64
"Cameron Johnson","johnsca02","1996-03-03","2020","PF",23,"PHO",57,9,1255
"Cameron Johnson","johnsca02","1996-03-03","2021","PF",24,"PHO",60,11,1437
"Cameron Oliver","oliveca01","1996-07-11","2021","SF",24,"HOU",4,0,87
"Cameron Payne","payneca01","1994-08-08","2018","PG",23,"CHI",25,14,582
"Cameron Payne","payneca01","1994-08-08","2019","PG",24,"CLE",9,1,176
"Cameron Payne","payneca01","1994-08-08","2021","PG",26,"PHO",60,1,1079
"Cameron Payne","payneca01","1994-08-08","2017","PG",22,"OKC",20,0,320
"Cameron Payne","payneca01","1994-08-08","2016","PG",21,"OKC",57,1,698
"Cameron Payne","payneca01","1994-08-08","2020","SG",25,"PHO",8,0,183
"Cameron Payne","payneca01","1994-08-08","2017","PG",22,"CHI",11,0,142
"Cameron Payne","payneca01","1994-08-08","2019","PG",24,"CHI",31,12,536
"Cameron Reynolds","reynoca01","1995-02-07","2021","SF",25,"SAS",3,0,6
"Cameron Reynolds","reynoca01","1995-02-07","2021","SF",25,"HOU",2,0,34
"Cameron Reynolds","reynoca01","1995-02-07","2019","SG",23,"MIN",19,0,259
"Caris LeVert","leverca01","1994-08-25","2017","SF",22,"BRK",57,26,1237
"Caris LeVert","leverca01","1994-08-25","2020","SG",25,"BRK",45,31,1330
"Caris LeVert","leverca01","1994-08-25","2021","SG",26,"IND",35,35,1152
"Caris LeVert","leverca01","1994-08-25","2019","SF",24,"BRK",40,25,1063
"Caris LeVert","leverca01","1994-08-25","2021","SG",26,"BRK",12,4,334
"Caris LeVert","leverca01","1994-08-25","2018","SF",23,"BRK",71,10,1864
"Carl Herrera","herreca01","1966-12-14","1994","PF",27,"HOU",75,0,1292
"Carl Herrera","herreca01","1966-12-14","1993","PF",26,"HOU",81,12,1800
"Carl Herrera","herreca01","1966-12-14","1997","PF",30,"SAS",75,58,1837
"Carl Herrera","herreca01","1966-12-14","1999","PF",32,"DEN",24,0,265
"Carl Herrera","herreca01","1966-12-14","1998","PF",31,"SAS",58,1,516
"Carl Herrera","herreca01","1966-12-14","1996","PF",29,"SAS",44,6,393
"Carl Herrera","herreca01","1966-12-14","1995","PF",28,"HOU",61,26,1331
"Carl Herrera","herreca01","1966-12-14","1999","PF",32,"VAN",4,0,42
"Carl Herrera","herreca01","1966-12-14","1992","PF",25,"HOU",43,7,566
"Carl Landry","landrca01","1983-09-19","2011","PF",27,"NOH",23,10,602
"Carl Landry","landrca01","1983-09-19","2010","PF",26,"HOU",52,1,1415
"Carl Landry","landrca01","1983-09-19","2013","PF",29,"GSW",81,2,1876
"Carl Landry","landrca01","1983-09-19","2009","PF",25,"HOU",69,0,1467
"Carl Landry","landrca01","1983-09-19","2015","PF",31,"SAC",70,15,1192
"Carl Landry","landrca01","1983-09-19","2008","PF",24,"HOU",42,0,711
"Carl Landry","landrca01","1983-09-19","2012","PF",28,"NOH",41,8,999
"Carl Landry","landrca01","1983-09-19","2016","PF",32,"PHI",36,12,569
"Carl Landry","landrca01","1983-09-19","2010","PF",26,"SAC",28,28,1054
"Carl Landry","landrca01","1983-09-19","2014","PF",30,"SAC",18,1,233
"Carl Landry","landrca01","1983-09-19","2011","PF",27,"SAC",53,16,1406
"Carl Thomas","thomaca01","1969-10-03","1998","SG",28,"CLE",29,0,272
"Carl Thomas","thomaca01","1969-10-03","1998","SG",28,"ORL",4,0,15
"Carl Thomas","thomaca01","1969-10-03","1997","SG",27,"CLE",19,0,77
"Carl Thomas","thomaca01","1969-10-03","1998","SG",28,"GSW",10,0,139
"Carl Thomas","thomaca01","1969-10-03","1992","SG",22,"SAC",1,0,31
"Carldell Johnson","johnsca01","1983-01-28","2012","PG",29,"NOH",15,0,119
"Carlos Arroyo","arroyca01","1979-07-30","2004","PG",24,"UTA",71,71,2008
"Carlos Arroyo","arroyca01","1979-07-30","2008","PG",28,"ORL",62,20,1269
"Carlos Arroyo","arroyca01","1979-07-30","2002","PG",22,"TOR",17,0,96
"Carlos Arroyo","arroyca01","1979-07-30","2003","PG",23,"UTA",44,0,287
"Carlos Arroyo","arroyca01","1979-07-30","2002","PG",22,"DEN",20,1,275
"Carlos Arroyo","arroyca01","1979-07-30","2011","PG",31,"MIA",49,42,995
"Carlos Arroyo","arroyca01","1979-07-30","2011","PG",31,"BOS",15,1,190
"Carlos Arroyo","arroyca01","1979-07-30","2010","PG",30,"MIA",72,35,1585
"Carlos Arroyo","arroyca01","1979-07-30","2005","PG",25,"UTA",30,16,742
"Carlos Arroyo","arroyca01","1979-07-30","2007","PG",27,"ORL",72,5,1304
"Carlos Arroyo","arroyca01","1979-07-30","2006","SG",26,"ORL",27,0,594
"Carlos Arroyo","arroyca01","1979-07-30","2006","PG",26,"DET",50,0,600
"Carlos Arroyo","arroyca01","1979-07-30","2005","PG",25,"DET",40,0,706
"Carlos Boozer","boozeca01","1981-11-20","2015","PF",33,"LAL",71,26,1692
"Carlos Boozer","boozeca01","1981-11-20","2005","PF",23,"UTA",51,51,1772
"Carlos Boozer","boozeca01","1981-11-20","2007","PF",25,"UTA",74,74,2557
"Carlos Boozer","boozeca01","1981-11-20","2012","PF",30,"CHI",66,66,1948
"Carlos Boozer","boozeca01","1981-11-20","2010","PF",28,"UTA",78,78,2673
"Carlos Boozer","boozeca01","1981-11-20","2003","PF",21,"CLE",81,54,2049
"Carlos Boozer","boozeca01","1981-11-20","2013","PF",31,"CHI",79,79,2546
"Carlos Boozer","boozeca01","1981-11-20","2011","C",29,"CHI",59,59,1882
"Carlos Boozer","boozeca01","1981-11-20","2008","PF",26,"UTA",81,81,2827
"Carlos Boozer","boozeca01","1981-11-20","2014","PF",32,"CHI",76,76,2141
"Carlos Boozer","boozeca01","1981-11-20","2006","PF",24,"UTA",33,19,1025
"Carlos Boozer","boozeca01","1981-11-20","2009","PF",27,"UTA",37,37,1197
"Carlos Boozer","boozeca01","1981-11-20","2004","PF",22,"CLE",75,75,2592
"Carlos Delfino","delfica01","1982-08-29","2013","SF",30,"HOU",67,5,1689
"Carlos Delfino","delfica01","1982-08-29","2011","SF",28,"MIL",49,40,1590
"Carlos Delfino","delfica01","1982-08-29","2006","SG",23,"DET",68,1,726
"Carlos Delfino","delfica01","1982-08-29","2010","SF",27,"MIL",75,66,2279
"Carlos Delfino","delfica01","1982-08-29","2005","SG",22,"DET",30,4,459
"Carlos Delfino","delfica01","1982-08-29","2007","SG",24,"DET",82,1,1372
"Carlos Delfino","delfica01","1982-08-29","2008","SG",25,"TOR",82,0,1928
"Carlos Delfino","delfica01","1982-08-29","2012","SF",29,"MIL",54,53,1537
"Carlos Rogers","rogerca01","1971-02-06","1999","PF",27,"POR",2,0,8
"Carlos Rogers","rogerca01","1971-02-06","2000","C",28,"HOU",53,15,1101
"Carlos Rogers","rogerca01","1971-02-06","1998","PF",26,"POR",3,0,25
"Carlos Rogers","rogerca01","1971-02-06","1995","C",23,"GSW",49,18,1017
"Carlos Rogers","rogerca01","1971-02-06","2002","C",30,"IND",22,1,168
"Carlos Rogers","rogerca01","1971-02-06","1997","PF",25,"TOR",56,3,1397
"Carlos Rogers","rogerca01","1971-02-06","1996","PF",24,"TOR",56,18,1043
"Carlos Rogers","rogerca01","1971-02-06","2001","C",29,"HOU",39,0,544
"Carlos Rogers","rogerca01","1971-02-06","1998","PF",26,"TOR",18,0,351
"Carlton McKinney","mckinca01","1964-10-21","1990","SG",25,"LAC",7,0,104
"Carlton McKinney","mckinca01","1964-10-21","1992","SG",27,"NYK",2,0,9
"Carmelo Anthony","anthoca01","1984-05-29","2004","SF",19,"DEN",82,82,2995
"Carmelo Anthony","anthoca01","1984-05-29","2021","PF",36,"POR",69,3,1690
"Carmelo Anthony","anthoca01","1984-05-29","2010","SF",25,"DEN",69,69,2634
"Carmelo Anthony","anthoca01","1984-05-29","2011","SF",26,"NYK",27,27,977
"Carmelo Anthony","anthoca01","1984-05-29","2013","PF",28,"NYK",67,67,2482
"Carmelo Anthony","anthoca01","1984-05-29","2018","PF",33,"OKC",78,78,2501
"Carmelo Anthony","anthoca01","1984-05-29","2015","SF",30,"NYK",40,40,1428
"Carmelo Anthony","anthoca01","1984-05-29","2019","PF",34,"HOU",10,2,294
"Carmelo Anthony","anthoca01","1984-05-29","2012","SF",27,"NYK",55,55,1876
"Carmelo Anthony","anthoca01","1984-05-29","2016","SF",31,"NYK",72,72,2530
"Carmelo Anthony","anthoca01","1984-05-29","2011","SF",26,"DEN",50,50,1774
"Carmelo Anthony","anthoca01","1984-05-29","2006","SF",21,"DEN",80,80,2941
"Carmelo Anthony","anthoca01","1984-05-29","2005","SF",20,"DEN",75,75,2608
"Carmelo Anthony","anthoca01","1984-05-29","2020","PF",35,"POR",58,58,1902
"Carmelo Anthony","anthoca01","1984-05-29","2007","SF",22,"DEN",65,65,2486
"Carmelo Anthony","anthoca01","1984-05-29","2014","PF",29,"NYK",77,77,2982
"Carmelo Anthony","anthoca01","1984-05-29","2008","SF",23,"DEN",77,77,2806
"Carmelo Anthony","anthoca01","1984-05-29","2009","SF",24,"DEN",66,66,2277
"Carmelo Anthony","anthoca01","1984-05-29","2017","SF",32,"NYK",74,74,2538
"Caron Butler","butleca01","1980-03-13","2008","SF",27,"WAS",58,58,2314
"Caron Butler","butleca01","1980-03-13","2005","SF",24,"LAL",77,77,2746
"Caron Butler","butleca01","1980-03-13","2013","SF",32,"LAC",78,78,1879
"Caron Butler","butleca01","1980-03-13","2003","SF",22,"MIA",78,78,2858
"Caron Butler","butleca01","1980-03-13","2012","SF",31,"LAC",63,63,1871
"Caron Butler","butleca01","1980-03-13","2010","SF",29,"WAS",47,47,1853
"Caron Butler","butleca01","1980-03-13","2014","SF",33,"OKC",22,0,598
"Caron Butler","butleca01","1980-03-13","2010","SG",29,"DAL",27,27,930
"Caron Butler","butleca01","1980-03-13","2011","SF",30,"DAL",29,29,867
"Caron Butler","butleca01","1980-03-13","2006","SF",25,"WAS",75,54,2708
"Caron Butler","butleca01","1980-03-13","2009","SG",28,"WAS",67,67,2585
"Caron Butler","butleca01","1980-03-13","2015","SF",34,"DET",78,21,1623
"Caron Butler","butleca01","1980-03-13","2014","SF",33,"MIL",34,13,821
"Caron Butler","butleca01","1980-03-13","2016","SF",35,"SAC",17,1,176
"Caron Butler","butleca01","1980-03-13","2004","SF",23,"MIA",68,56,2030
"Caron Butler","butleca01","1980-03-13","2007","SF",26,"WAS",63,63,2474
"Carrick Felix","felixca01","1990-08-17","2014","SG",23,"CLE",7,0,38
"Carsen Edwards","edwarca01","1998-03-12","2020","SG",21,"BOS",37,0,351
"Carsen Edwards","edwarca01","1998-03-12","2021","SG",22,"BOS",31,1,276
"Cartier Martin","martica01","1984-11-20","2014","SF",29,"ATL",53,6,822
"Cartier Martin","martica01","1984-11-20","2014","SF",29,"CHI",6,0,48
"Cartier Martin","martica01","1984-11-20","2010","SF",25,"GSW",10,2,276
"Cartier Martin","martica01","1984-11-20","2013","SF",28,"WAS",41,3,694
"Cartier Martin","martica01","1984-11-20","2015","SF",30,"DET",23,0,198
"Cartier Martin","martica01","1984-11-20","2010","SF",25,"WAS",8,0,114
"Cartier Martin","martica01","1984-11-20","2009","SF",24,"CHA",33,1,266
"Cartier Martin","martica01","1984-11-20","2012","SF",27,"WAS",17,2,391
"Cartier Martin","martica01","1984-11-20","2011","SF",26,"WAS",52,1,542
"Casey Jacobsen","jacobca01","1981-03-19","2004","SF",22,"PHO",78,13,1828
"Casey Jacobsen","jacobca01","1981-03-19","2005","SF",23,"PHO",40,0,768
"Casey Jacobsen","jacobca01","1981-03-19","2003","SF",21,"PHO",72,0,1147
"Casey Jacobsen","jacobca01","1981-03-19","2005","SG",23,"NOH",44,1,1030
"Casey Jacobsen","jacobca01","1981-03-19","2008","SG",26,"MEM",53,0,547
"Casey Shaw","shawca01","1975-07-20","1999","C",23,"PHI",9,0,14
"Casper Ware","wareca01","1990-01-17","2014","PG",24,"PHI",9,0,116
"Cassius Stanley","stanlca01","1999-08-18","2021","SG",21,"IND",24,0,93
"Cassius Winston","winstca01","1998-02-28","2021","PG",22,"WAS",22,0,98
"Cedi Osman","osmande01","1995-04-08","2021","SF",25,"CLE",59,26,1510
"Cedi Osman","osmande01","1995-04-08","2019","SF",23,"CLE",76,75,2444
"Cedi Osman","osmande01","1995-04-08","2020","SF",24,"CLE",65,65,1910
"Cedi Osman","osmande01","1995-04-08","2018","SF",22,"CLE",61,12,672
"Cedric Ball","ballce01","1968-04-16","1991","PF",22,"LAC",7,0,26
"Cedric Bozeman","bozemce01","1983-03-07","2007","SG",23,"ATL",23,5,199
"Cedric Ceballos","cebalce01","1969-08-02","1997","SF",27,"LAL",8,8,279
"Cedric Ceballos","cebalce01","1969-08-02","1997","SF",27,"PHO",42,32,1147
"Cedric Ceballos","cebalce01","1969-08-02","1991","SF",21,"PHO",63,0,730
"Cedric Ceballos","cebalce01","1969-08-02","2001","SF",31,"MIA",27,0,393
"Cedric Ceballos","cebalce01","1969-08-02","1999","SF",29,"DAL",13,5,352
"Cedric Ceballos","cebalce01","1969-08-02","1993","SF",23,"PHO",74,46,1607
"Cedric Ceballos","cebalce01","1969-08-02","1996","SF",26,"LAL",78,71,2628
"Cedric Ceballos","cebalce01","1969-08-02","1994","SF",24,"PHO",53,43,1602
"Cedric Ceballos","cebalce01","1969-08-02","1998","SF",28,"PHO",35,16,626
"Cedric Ceballos","cebalce01","1969-08-02","2001","SF",31,"DET",13,0,166
"Cedric Ceballos","cebalce01","1969-08-02","2000","SF",30,"DAL",69,25,2064
"Cedric Ceballos","cebalce01","1969-08-02","1995","SF",25,"LAL",58,54,2029
"Cedric Ceballos","cebalce01","1969-08-02","1992","SF",22,"PHO",64,4,725
"Cedric Ceballos","cebalce01","1969-08-02","1998","SF",28,"DAL",12,9,364
"Cedric Henderson","hendece02","1975-03-11","2002","SF",26,"GSW",12,0,70
"Cedric Henderson","hendece02","1975-03-11","2000","SF",24,"CLE",61,7,1107
"Cedric Henderson","hendece02","1975-03-11","1998","SF",22,"CLE",82,71,2527
"Cedric Henderson","hendece02","1975-03-11","2001","SF",25,"CLE",55,10,961
"Cedric Henderson","hendece02","1975-03-11","1999","SF",23,"CLE",50,48,1517
"Cedric Hunter","huntece01","1965-01-16","1992","PG",27,"CHH",1,0,1
"Cedric Jackson","jacksce01","1986-03-05","2010","PG",23,"SAS",3,0,25
"Cedric Jackson","jacksce01","1986-03-05","2010","PG",23,"WAS",4,0,39
"Cedric Jackson","jacksce01","1986-03-05","2010","PG",23,"CLE",5,0,10
"Cedric Lewis","lewisce01","1969-09-24","1996","C",26,"WSB",3,0,4
"Cedric Simmons","simmoce01","1986-01-03","2008","PF",22,"CHI",7,0,19
"Cedric Simmons","simmoce01","1986-01-03","2007","PF",21,"NOK",43,4,534
"Cedric Simmons","simmoce01","1986-01-03","2009","PF",23,"SAC",7,0,23
"Cedric Simmons","simmoce01","1986-01-03","2008","PF",22,"CLE",7,0,68
"Cedric Simmons","simmoce01","1986-01-03","2009","PF",23,"CHI",11,0,61
"Cezary Trybański","trybace01","1979-09-22","2004","C",24,"NYK",3,0,5
"Cezary Trybański","trybace01","1979-09-22","2004","C",24,"PHO",4,0,10
"Cezary Trybański","trybace01","1979-09-22","2003","C",23,"MEM",15,0,86
"Chad Gallagher","gallach01","1969-05-30","1994","C",24,"UTA",2,0,3
"Chandler Hutchison","hutchch01","1996-04-26","2021","SF",24,"WAS",18,1,282
"Chandler Hutchison","hutchch01","1996-04-26","2019","SF",22,"CHI",44,14,895
"Chandler Hutchison","hutchch01","1996-04-26","2020","SF",23,"CHI",28,10,527
"Chandler Hutchison","hutchch01","1996-04-26","2021","SF",24,"CHI",7,0,64
"Chandler Parsons","parsoch01","1988-10-25","2015","SF",26,"DAL",66,66,2186
"Chandler Parsons","parsoch01","1988-10-25","2017","SF",28,"MEM",34,34,675
"Chandler Parsons","parsoch01","1988-10-25","2020","PF",31,"ATL",5,0,54
"Chandler Parsons","parsoch01","1988-10-25","2012","SF",23,"HOU",63,57,1804
"Chandler Parsons","parsoch01","1988-10-25","2014","SF",25,"HOU",74,74,2783
"Chandler Parsons","parsoch01","1988-10-25","2019","SF",30,"MEM",25,3,496
"Chandler Parsons","parsoch01","1988-10-25","2016","SF",27,"DAL",61,51,1799
"Chandler Parsons","parsoch01","1988-10-25","2013","SF",24,"HOU",76,76,2758
"Chandler Parsons","parsoch01","1988-10-25","2018","SF",29,"MEM",36,8,691
"Channing Frye","fryech01","1983-05-17","2016","PF",32,"ORL",44,29,754
"Channing Frye","fryech01","1983-05-17","2016","C",32,"CLE",26,3,446
"Channing Frye","fryech01","1983-05-17","2007","PF",23,"NYK",72,59,1896
"Channing Frye","fryech01","1983-05-17","2019","C",35,"CLE",36,6,341
"Channing Frye","fryech01","1983-05-17","2018","C",34,"LAL",9,0,150
"Channing Frye","fryech01","1983-05-17","2010","C",26,"PHO",81,41,2190
"Channing Frye","fryech01","1983-05-17","2014","PF",30,"PHO",82,82,2312
"Channing Frye","fryech01","1983-05-17","2017","C",33,"CLE",74,15,1398
"Channing Frye","fryech01","1983-05-17","2006","C",22,"NYK",65,14,1572
"Channing Frye","fryech01","1983-05-17","2018","C",34,"CLE",44,1,545
"Channing Frye","fryech01","1983-05-17","2015","PF",31,"ORL",75,51,1870
"Channing Frye","fryech01","1983-05-17","2012","PF",28,"PHO",64,59,1669
"Channing Frye","fryech01","1983-05-17","2008","C",24,"POR",78,20,1342
"Channing Frye","fryech01","1983-05-17","2009","PF",25,"POR",63,1,746
"Channing Frye","fryech01","1983-05-17","2011","PF",27,"PHO",77,64,2541
"Charles Barkley","barklch01","1963-02-20","1998","PF",34,"HOU",68,41,2243
"Charles Barkley","barklch01","1963-02-20","1992","SF",28,"PHI",75,75,2881
"Charles Barkley","barklch01","1963-02-20","1995","PF",31,"PHO",68,66,2382
"Charles Barkley","barklch01","1963-02-20","1997","PF",33,"HOU",53,53,2009
"Charles Barkley","barklch01","1963-02-20","1990","SF",26,"PHI",79,79,3085
"Charles Barkley","barklch01","1963-02-20","2000","PF",36,"HOU",20,18,620
"Charles Barkley","barklch01","1963-02-20","1996","PF",32,"PHO",71,71,2632
"Charles Barkley","barklch01","1963-02-20","1993","PF",29,"PHO",76,76,2859
"Charles Barkley","barklch01","1963-02-20","1991","SF",27,"PHI",67,67,2498
"Charles Barkley","barklch01","1963-02-20","1994","PF",30,"PHO",65,65,2298
"Charles Barkley","barklch01","1963-02-20","1999","PF",35,"HOU",42,40,1526
"Charles Claxton","claxtch01","1970-12-13","1996","C",25,"BOS",3,0,7
"Charles Cooke","cookech01","1994-07-01","2018","SG",23,"NOP",13,0,38
"Charles Davis","davisch02","1958-10-05","1990","SF",31,"CHI",53,0,429
"Charles Jenkins","jenkich01","1989-02-28","2013","PG",23,"PHI",12,1,150
"Charles Jenkins","jenkich01","1989-02-28","2012","PG",22,"GSW",51,28,893
"Charles Jenkins","jenkich01","1989-02-28","2013","SG",23,"GSW",47,0,291
"Charles Jones","jonesch01","1957-04-03","1995","PF",37,"HOU",3,0,36
"Charles Jones","jonesch03","1975-07-17","1995","PF",37,"HOU",3,0,36
"Charles Jones","jonesch01","1957-04-03","2000","PG",24,"LAC",56,0,662
"Charles Jones","jonesch03","1975-07-17","2000","PG",24,"LAC",56,0,662
"Charles Jones","jonesch01","1957-04-03","1991","C",33,"WSB",62,54,1499
"Charles Jones","jonesch03","1975-07-17","1991","C",33,"WSB",62,54,1499
"Charles Jones","jonesch01","1957-04-03","1992","C",34,"WSB",75,32,1365
"Charles Jones","jonesch03","1975-07-17","1992","C",34,"WSB",75,32,1365
"Charles Jones","jonesch01","1957-04-03","1999","SG",23,"CHI",29,5,476
"Charles Jones","jonesch03","1975-07-17","1999","SG",23,"CHI",29,5,476
"Charles Jones","jonesch01","1957-04-03","1996","PF",38,"HOU",46,0,297
"Charles Jones","jonesch03","1975-07-17","1996","PF",38,"HOU",46,0,297
"Charles Jones","jonesch01","1957-04-03","1993","C",35,"WSB",67,21,1206
"Charles Jones","jonesch03","1975-07-17","1993","C",35,"WSB",67,21,1206
"Charles Jones","jonesch01","1957-04-03","1994","C",36,"DET",42,0,877
"Charles Jones","jonesch03","1975-07-17","1994","C",36,"DET",42,0,877
"Charles Jones","jonesch01","1957-04-03","1997","PF",39,"HOU",12,0,93
"Charles Jones","jonesch03","1975-07-17","1997","PF",39,"HOU",12,0,93
"Charles Jones","jonesch01","1957-04-03","1998","PF",40,"HOU",24,0,127
"Charles Jones","jonesch03","1975-07-17","1998","PF",40,"HOU",24,0,127
"Charles Jones","jonesch01","1957-04-03","1990","C",32,"WSB",81,81,2240
"Charles Jones","jonesch03","1975-07-17","1990","C",32,"WSB",81,81,2240
"Charles O'Bannon","obannch01","1975-02-22","1998","SG",22,"DET",30,0,234
"Charles O'Bannon","obannch01","1975-02-22","1999","SG",23,"DET",18,1,165
"Charles Oakley","oaklech01","1963-12-18","2003","C",39,"WAS",42,1,514
"Charles Oakley","oaklech01","1963-12-18","1992","PF",28,"NYK",82,82,2309
"Charles Oakley","oaklech01","1963-12-18","1993","PF",29,"NYK",82,82,2230
"Charles Oakley","oaklech01","1963-12-18","1999","PF",35,"TOR",50,50,1633
"Charles Oakley","oaklech01","1963-12-18","1998","PF",34,"NYK",79,79,2734
"Charles Oakley","oaklech01","1963-12-18","1994","PF",30,"NYK",82,82,2932
"Charles Oakley","oaklech01","1963-12-18","1991","PF",27,"NYK",76,74,2739
"Charles Oakley","oaklech01","1963-12-18","1990","PF",26,"NYK",61,61,2196
"Charles Oakley","oaklech01","1963-12-18","2004","PF",40,"HOU",7,0,25
"Charles Oakley","oaklech01","1963-12-18","1997","PF",33,"NYK",80,80,2873
"Charles Oakley","oaklech01","1963-12-18","2000","PF",36,"TOR",80,80,2431
"Charles Oakley","oaklech01","1963-12-18","2001","PF",37,"TOR",78,77,2767
"Charles Oakley","oaklech01","1963-12-18","2002","PF",38,"CHI",57,36,1383
"Charles Oakley","oaklech01","1963-12-18","1996","PF",32,"NYK",53,51,1775
"Charles Oakley","oaklech01","1963-12-18","1995","PF",31,"NYK",50,49,1567
"Charles Shackleford","shackch01","1966-04-22","1999","C",32,"CHH",32,4,367
"Charles Shackleford","shackch01","1966-04-22","1995","PF",28,"MIN",21,2,239
"Charles Shackleford","shackch01","1966-04-22","1992","C",25,"PHI",72,62,1399
"Charles Shackleford","shackch01","1966-04-22","1993","C",26,"PHI",48,0,568
"Charles Shackleford","shackch01","1966-04-22","1990","C",23,"NJN",70,37,1557
"Charles Smith","smithch01","1965-07-16","1997","PF",31,"SAS",19,7,329
"Charles Smith","smithch04","1975-08-22","1997","PF",31,"SAS",19,7,329
"Charles Smith","smithch02","1967-11-29","1997","PF",31,"SAS",19,7,329
"Charles Smith","smithch01","1965-07-16","2006","SG",30,"DEN",1,0,2
"Charles Smith","smithch04","1975-08-22","2006","SG",30,"DEN",1,0,2
"Charles Smith","smithch02","1967-11-29","2006","SG",30,"DEN",1,0,2
"Charles Smith","smithch01","1965-07-16","2002","SG",26,"SAS",60,22,1141
"Charles Smith","smithch04","1975-08-22","2002","SG",26,"SAS",60,22,1141
"Charles Smith","smithch02","1967-11-29","2002","SG",26,"SAS",60,22,1141
"Charles Smith","smithch01","1965-07-16","1996","PF",30,"NYK",41,4,890
"Charles Smith","smithch04","1975-08-22","1996","PF",30,"NYK",41,4,890
"Charles Smith","smithch02","1967-11-29","1996","PF",30,"NYK",41,4,890
"Charles Smith","smithch01","1965-07-16","1996","PG",28,"MIN",8,0,39
"Charles Smith","smithch04","1975-08-22","1996","PG",28,"MIN",8,0,39
"Charles Smith","smithch02","1967-11-29","1996","PG",28,"MIN",8,0,39
"Charles Smith","smithch01","1965-07-16","1993","SF",27,"NYK",81,68,2172
"Charles Smith","smithch04","1975-08-22","1993","SF",27,"NYK",81,68,2172
"Charles Smith","smithch02","1967-11-29","1993","SF",27,"NYK",81,68,2172
"Charles Smith","smithch01","1965-07-16","1998","SG",22,"LAC",23,0,260
"Charles Smith","smithch04","1975-08-22","1998","SG",22,"LAC",23,0,260
"Charles Smith","smithch02","1967-11-29","1998","SG",22,"LAC",23,0,260
"Charles Smith","smithch01","1965-07-16","1992","SF",26,"LAC",49,25,1310
"Charles Smith","smithch04","1975-08-22","1992","SF",26,"LAC",49,25,1310
"Charles Smith","smithch02","1967-11-29","1992","SF",26,"LAC",49,25,1310
"Charles Smith","smithch01","1965-07-16","1990","PF",24,"LAC",78,76,2732
"Charles Smith","smithch04","1975-08-22","1990","PF",24,"LAC",78,76,2732
"Charles Smith","smithch02","1967-11-29","1990","PF",24,"LAC",78,76,2732
"Charles Smith","smithch01","1965-07-16","1995","SF",29,"NYK",76,58,2150
"Charles Smith","smithch04","1975-08-22","1995","SF",29,"NYK",76,58,2150
"Charles Smith","smithch02","1967-11-29","1995","SF",29,"NYK",76,58,2150
"Charles Smith","smithch01","1965-07-16","1991","SF",25,"LAC",74,74,2703
"Charles Smith","smithch04","1975-08-22","1991","SF",25,"LAC",74,74,2703
"Charles Smith","smithch02","1967-11-29","1991","SF",25,"LAC",74,74,2703
"Charles Smith","smithch01","1965-07-16","1990","PG",22,"BOS",60,0,519
"Charles Smith","smithch04","1975-08-22","1990","PG",22,"BOS",60,0,519
"Charles Smith","smithch02","1967-11-29","1990","PG",22,"BOS",60,0,519
"Charles Smith","smithch01","1965-07-16","1994","SF",28,"NYK",43,21,1105
"Charles Smith","smithch04","1975-08-22","1994","SF",28,"NYK",43,21,1105
"Charles Smith","smithch02","1967-11-29","1994","SF",28,"NYK",43,21,1105
"Charles Smith","smithch01","1965-07-16","1998","SG",22,"MIA",11,0,32
"Charles Smith","smithch04","1975-08-22","1998","SG",22,"MIA",11,0,32
"Charles Smith","smithch02","1967-11-29","1998","SG",22,"MIA",11,0,32
"Charles Smith","smithch01","1965-07-16","2003","SG",27,"POR",3,0,13
"Charles Smith","smithch04","1975-08-22","2003","SG",27,"POR",3,0,13
"Charles Smith","smithch02","1967-11-29","2003","SG",27,"POR",3,0,13
"Charles Smith","smithch01","1965-07-16","1999","SG",23,"LAC",23,10,317
"Charles Smith","smithch04","1975-08-22","1999","SG",23,"LAC",23,10,317
"Charles Smith","smithch02","1967-11-29","1999","SG",23,"LAC",23,10,317
"Charles Smith","smithch01","1965-07-16","1996","PF",30,"SAS",32,30,826
"Charles Smith","smithch04","1975-08-22","1996","PF",30,"SAS",32,30,826
"Charles Smith","smithch02","1967-11-29","1996","PF",30,"SAS",32,30,826
"Charles Smith","smithch01","1965-07-16","2006","SG",30,"POR",21,4,208
